product,comment,aspect_tag,sentiment_tag
nước làm sạch sâu và tẩy trang cho da nhạy cảm la roche posay micellar water ultra sensitive skin ml,"['đã', 'nhận', 'được', 'hàng', 'đóng', 'gói', 'cẩn', 'thận', 'đủ', 'hàng', 'giao', 'hàng', 'cũng', 'khá', 'là', 'nhanh', 'trong', 'mùa', 'dịch', 'này', 'thấy', 'chai', 'tẩy', 'trang', 'ml', 'nhỏ', 'nhỏ', 'hàng', 'của', 'mall', 'chắc', 'là', 'chính', 'hãng', 'rồi', 'nên', 'cũng', 'khá', 'là', 'yên', 'tâm', 'nếu', 'tẩy', 'trang', 'sạch', 'như', 'lời', 'đồn', 'thì', 'sẽ', 'mua', 'lại', 'sau', 'khi', 'dùng', 'hết', 'chai', 'tẩy', 'trang', 'này']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, '1', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
nước làm sạch sâu và tẩy trang cho da nhạy cảm la roche posay micellar water ultra sensitive skin ml,"['công', 'dụng', 'tẩy', 'trang', 'quá', 'tuyệt', 'vời', 'mua', 'nhiều', 'lần', 'lắm', 'rồi', 'dùng', 'rất', 'hợp', 'da', 'luôn', 'đợt', 'này', 'trúng', 'đợt', 'khuyến', 'mãi', 'được', 'tặng', 'cả', 'sản', 'phẩm', 'tẩy', 'trang', 'sữa', 'rửa', 'mặt', 'bông', 'tẩy', 'trang', 'quá', 'ưng', 'luôn', 'đóng', 'gói', 'cẩn', 'thận', 'ủng', 'hộ', 'shop', 'nhé', 'mọi', 'người']","[1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]","['1', '1', '1', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '1', '1', -1, -1, -1, -1, -1, -1, -1, -1]"
nước làm sạch sâu và tẩy trang cho da nhạy cảm la roche posay micellar water ultra sensitive skin ml,"['công', 'dụng', 'tẩy', 'trang', 'độ', 'bền', 'màu', 'tốt', 'mình', 'dùng', 'khoảng', 'tuần', 'rồi', 'mới', 'nhận', 'xét', 'nước', 'tẩy', 'trang', 'tốt', 'có', 'mùi', 'thơm', 'khá', 'dễ', 'chịu', 'loại', 'này', 'với', 'bioderma', 'nắp', 'hồng', 'mình', 'thấy', 'ngang', 'nhau', 'mua', 'giá', 'giảm', 'giá', 'thì', 'hợp', 'lý']","[1, 2, 2, 2, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['1', '1', '1', '1', '1', '1', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
nước làm sạch sâu và tẩy trang cho da nhạy cảm la roche posay micellar water ultra sensitive skin ml,"['xài', 'tốt', 'lắm', 'đóng', 'gói', 'cẩn', 'thận', 'giao', 'hành', 'nhanh', 'chai', 'to', 'chà', 'bá', 'luôn', 'với', 'giá', 'này', 'vừa', 'với', 'giá', 'tiền', 'tẩy', 'trang', 'siêu', 'siêu', 'sạch', 'nói', 'chung', 'rất', 'tốt', 'nên', 'thử']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, '1', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '1', '1', '1', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1]"
nước làm sạch sâu và tẩy trang cho da nhạy cảm la roche posay micellar water ultra sensitive skin ml,"['này', 'sài', 'rồi', 'thấy', 'ổn', 'lắm', 'không', 'bị', 'dị', 'ứng', 'như', 'những', 'hãng', 'khác', 'lần', 'trước', 'mua', 'chai', 'nhỏ', 'lần', 'chai', 'lớn', 'luôn', 'cho', 'tiết', 'kiệm', 'shop', 'đóng', 'gói', 'cẩn', 'thận', 'và', 'giao', 'hàng', 'nhanh', 'được', 'tặng', 'chai', 'mini', 'đáng', 'yêu']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '1', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
nước làm sạch sâu và tẩy trang cho da nhạy cảm la roche posay micellar water ultra sensitive skin ml,"['công', 'dụng', 'tẩy', 'trang', 'độ', 'bền', 'màu', 'tốt', 'shop', 'giao', 'hàng', 'nhanh', 'gói', 'hàng', 'cẩn', 'thận', 'dùng', 'đến', 'chai', 'thứ', 'rồi', 'mùi', 'thơm', 'ưng', 'hợp', 'với', 'da', 'an', 'toàn', 'nên', 'mua']","[0, 0, 1, 2, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, '1', '1', '1', '1', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '1', -1, -1, -1, -1, -1, -1, -1, -1, -1]"
nước làm sạch sâu và tẩy trang cho da nhạy cảm la roche posay micellar water ultra sensitive skin ml,"['phù', 'hợp', 'với', 'loại', 'da', 'da', 'nhạy', 'cảm', 'công', 'dụng', 'tẩy', 'trang', 'mùi', 'hương', 'không', 'mùi', 'tẩy', 'trang', 'yêu', 'thích', 'nhất', 'từ', 'trước', 'đến', 'giờ', 'không', 'biết', 'dùng', 'qua', 'bao', 'nhiêu', 'chai', 'rồi', 'kể', 'từ', 'khi', 'biết', 'đến', 'em', 'là', 'không', 'muốn', 'dùng', 'loại', 'khác', 'nữa', 'đặc', 'biệt', 'mua', 'của', 'shopee', 'mall', 'nên', 'cực', 'kỳ', 'yên', 'tâm', 'về', 'giá', 'và', 'chất', 'lượng', 'shop', 'giao', 'hàng', 'nhanh', 'còn', 'được', 'tặng', 'thêm', 'bông', 'tẩy', 'trang', 'nữa', 'nên', 'rất', 'thích']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '1', '1', -1, -1, -1, -1, '1', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
nước làm sạch sâu và tẩy trang cho da nhạy cảm la roche posay micellar water ultra sensitive skin ml,"['sản', 'phẩm', 'chính', 'hãng', 'sử', 'dụng', 'siêu', 'thích', 'dù', 'cho', 'da', 'mình', 'khá', 'nhạy', 'cảm', 'nhưng', 'hoàn', 'toàn', 'ok', 'khi', 'sử', 'dụng', 'bạn', 'này', 'làm', 'sạch', 'da', 'siêu', 'tốt', 'siêu', 'xịn', 'mịn', 'luôn', 'shop', 'giao', 'hàng', 'nhanh', 'sản', 'phẩm', 'siêuuuu', 'chất', 'lượngggg', 'tuyệt', 'vời']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['1', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
nước làm sạch sâu và tẩy trang cho da nhạy cảm la roche posay micellar water ultra sensitive skin ml,"['làm', 'đẹp', 'tốt', 'mẹo', 'ok', 'nước', 'tẩy', 'trang', 'này', 'ok', 'hơn', 'bioderma', 'hầu', 'như', 'không', 'mùi', 'nhé', 'dùng', 'thích', 'lắm', 'da', 'mình', 'cực', 'kì', 'nhạy', 'cảm', 'và', 'khô', 'dễ', 'bọn', 'kích', 'ứng', 'nhưng', 'thử', 'sang', 'em', 'này', 'thì', 'quá', 'ok', 'các', 'shop', 'chỗ', 'mình', 'hết', 'hàng', 'may', 'mà', 'có', 'shoppy', 'mall', 'hàng', 'chính', 'hãng', 'mà', 'lại', 'giao', 'rất', 'nhanh', 'ngày', 'là', 'có', 'rồi', 'lại', 'được', 'tặng', 'quà', 'nhỏ', 'xinh', 'xinh', 'yêu', 'iu']","[0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, '1', '1', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
nước làm sạch sâu và tẩy trang cho da nhạy cảm la roche posay micellar water ultra sensitive skin ml,"['shop', 'giao', 'hàng', 'siêu', 'nhanh', 'đóng', 'gói', 'chắc', 'chắn', 'đã', 'mua', 'sản', 'phẩm', 'shop', 'nhiều', 'lần', 'và', 'lần', 'nào', 'cũng', 'uy', 'tín', 'chất', 'lượng']","[0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, '1', '1', -1, -1, -1, -1, '1', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
nước làm sạch sâu và tẩy trang cho da nhạy cảm la roche posay micellar water ultra sensitive skin ml,"['công', 'dụng', 'dưỡng', 'ẩm', 'tẩy', 'trang', 'độ', 'bền', 'màu', 'tốt', 'da', 'mình', 'khô', 'dùng', 'dưỡng', 'ẩm', 'này', 'rất', 'nhiều', 'lần', 'rồi', 'tẩy', 'trang', 'thì', 'làm', 'đầu', 'sử', 'dụng', 'giao', 'hàng', 'nhanh']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, '0', '0', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0', '0', -1, -1, -1, -1, -1, -1, -1, -1]"
nước làm sạch sâu và tẩy trang cho da nhạy cảm la roche posay micellar water ultra sensitive skin ml,"['công', 'dụng', 'ok', 'độ', 'bền', 'màu', 'ok', 'đã', 'nhận', 'được', 'hàng', 'của', 'shop', 'dịch', 'vụ', 'giao', 'hàng', 'khá', 'nhanh', 'sản', 'phẩm', 'dùng', 'thích', 'phù', 'hợp', 'với', 'da', 'nhạy', 'cảm', 'như', 'mình', 'shop', 'tặng', 'nhiều', 'quà', 'rất', 'xinh', 'và', 'hữu', 'ích']","[1, 2, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['1', '1', -1, '1', '1', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '1', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
nước làm sạch sâu và tẩy trang cho da nhạy cảm la roche posay micellar water ultra sensitive skin ml,"['kinh', 'nghiệm', 'sử', 'dụng', 'làm', 'sach', 'làm', 'đẹp', 'làm', 'sach', 'hương', 'thơm', 'bình', 'thuong', 'shop', 'đóng', 'gói', 'cẩn', 'thận', 'có', 'cho', 'hai', 'mẫu', 'mini', 'size', 'sữa', 'rửa', 'mặt', 'và', 'chống', 'nắng', 'để', 'dùng', 'thử', 'mình', 'check', 'mã', 'vạch', 'và', 'xem', 'các', 'thông', 'tin', 'hạn', 'sử', 'dụng', 'thì', 'thấy', 'auth']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '0', '0', -1, -1, -1, '1', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '1', '1', '1', -1, -1, -1]"
nước làm sạch sâu và tẩy trang cho da nhạy cảm la roche posay micellar water ultra sensitive skin ml,"['nước', 'cân', 'bằng', 'nhẹ', 'nhàng', 'có', 'mùi', 'hương', 'liệu', 'tẩy', 'trang', 'dịu', 'nhẹ', 'đã', 'mua', 'lần', 'chống', 'nắng', 'thấm', 'nhanh', 'không', 'bết', 'không', 'khó', 'tán', 'không', 'lên', 'tông', 'dou', 'dùng', 'rất', 'tốt', 'với', 'mụn', 'đầu', 'đen', 'của', 'mình', 'tầm', 'ngày', 'là', 'trời', 'lên', 'hết']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, '1', -1, -1, '1', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
nước làm sạch sâu và tẩy trang cho da nhạy cảm la roche posay micellar water ultra sensitive skin ml,"['tẩy', 'trang', 'cực', 'tốt', 'dịu', 'nhẹ', 'từ', 'hồi', 'dùng', 'là', 'đỡ', 'hẳn', 'mụn', 'cám', 'mua', 'hàng', 'chính', 'hãng', 'rất', 'yên', 'tâm', 'giá', 'tốt', 'hơn', 'hẳn', 'mua', 'ngoài', 'đóng', 'gói', 'cẩn', 'thận']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0]","['1', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '1', -1, -1, -1, -1, -1, '1', '1', -1, -1]"
nước làm sạch sâu và tẩy trang cho da nhạy cảm la roche posay micellar water ultra sensitive skin ml,"['công', 'dụng', 'gel', 'rửa', 'mặt', 'nuowsc', 'tẩy', 'trang', 'đơn', 'nhận', 'được', 'móp', 'không', 'giống', 'bị', 'dỡ', 'ra', 'rồi', 'không', 'giống', 'những', 'lần', 'trước', 'mình', 'đặt', 'shop', 'nên', 'xem', 'lại']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, '2', '2', '2', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
nước làm sạch sâu và tẩy trang cho da nhạy cảm la roche posay micellar water ultra sensitive skin ml,"['không', 'nên', 'mua', 'mọi', 'người', 'ơi', 'so', 'với', 'chai', 'cũ', 'của', 'mình', 'mua', 'ngoài', 'store', 'thì', 'mua', 'online', 'đây', 'chai', 'này', 'nước', 'và', 'nắp', 'chai', 'bị', 'vàng', 'hơn', 'sao', 'mà', 'ác', 'độc', 'nhái', 'cái', 'gì', 'cũng', 'được', 'đừng', 'nhái', 'mỹ', 'phẩm', 'tội', 'ngta', 'lắm', 'thất', 'đức', 'lắm', 'shop', 'ơi', 'mình', 'dính', 'chai', 'quá', 'buồn']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, '2', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '2', '2', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
nước làm sạch sâu và tẩy trang cho da nhạy cảm la roche posay micellar water ultra sensitive skin ml,"['thấy', 'review', 'tốt', 'nên', 'mua', 'dùng', 'lần', 'đầu', 'mua', 'của', 'mall', 'mà', 'thất', 'vọng', 'đến', 'canh', 'săn', 'giảm', 'giá', 'đúng', 'ngày', 'mua', 'deal', 'sốc', 'kèm', 'hộp', 'bông', 'tẩy', 'trang', 'và', 'size', 'mini', 'nc', 'tẩy', 'trang', 'mà', 'mở', 'ra', 'không', 'có', 'gì', 'đóng', 'gói', 'shop', 'cũng', 'không', 'gói', 'bịt', 'đầu', 'sản', 'phẩm', 'kĩ', 'kẻo', 'đổ', 'mất', 'mong', 'shop', 'khắc', 'phục', 'được', 'vde', 'này', '\u200d️']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '2', '2', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
nước làm sạch sâu và tẩy trang cho da nhạy cảm la roche posay micellar water ultra sensitive skin ml,"['thật', 'sự', 'là', 'không', 'bao', 'giờ', 'nghĩ', 'sẽ', 'đánh', 'giá', 'nhãn', 'hàng', 'yêu', 'thích', 'của', 'mình', 'trc', 'khi', 'mua', 'mình', 'có', 'đọc', 'review', 'dưới', 'sản', 'phẩm', 'và', 'cũng', 'đã', 'lường', 'trc', 'việc', 'sản', 'phẩm', 'có', 'thể', 'bị', 'đổ', 'ra', 'ngoài', 'chút', 'do', 'qtrinh', 'vận', 'chuyển', 'oke', 'ksao', 'mình', 'chấp', 'nhận', 'nhưng', 'không', 'nhận', 'được', 'bị', 'gãy', 'nắp', 'như', 'trong', 'video', 'tuyệt', 'vời']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '2', '2', -1, -1, -1, -1, -1, -1, '2', '2', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
nước làm sạch sâu và tẩy trang cho da nhạy cảm la roche posay micellar water ultra sensitive skin ml,"['chưa', 'bgio', 'đáng', 'giá', 'nhưng', 'lần', 'này', 'đúng', 'là', 'không', 'chấp', 'nhận', 'cách', 'đóng', 'gói', 'shop', 'được']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '2', '2', -1, -1]"
nước làm sạch sâu và tẩy trang cho da nhạy cảm la roche posay micellar water ultra sensitive skin ml,"['công', 'dụng', 'tốt', 'độ', 'bền', 'màu', 'tốt', 'sản', 'phẩm', 'mình', 'đã', 'dùng', 'nhiều', 'chất', 'lượng', 'ok', 'giao', 'hàng', 'nhanh', 'nhưng', 'khâu', 'đóng', 'gọi', 'vẫn', 'tệ', 'như', 'ngày', 'nào', 'mỹ', 'phẩm', 'mà', 'không', 'bọc', 'chống', 'sốc', 'quá', 'tiết', 'kiệm', 'lấy', 'màng', 'bọc', 'thực', 'phẩm', 'quấn', 'vào', 'sơ', 'dùng', 'trước', 'thấy', 'shop', 'có', 'phản', 'hồi', 'mà', 'không', 'cải', 'thiện']","[1, 2, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['1', '1', -1, '1', '1', '1', -1, -1, -1, -1, -1, -1, -1, '1', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
nước làm sạch sâu và tẩy trang cho da nhạy cảm la roche posay micellar water ultra sensitive skin ml,"['nắp', 'bị', 'bể', 'chai', 'xước', 'dăm', 'rất', 'nhiều', 'nhìn', 'như', 'hàng', 'cũ', 'không', 'đánh', 'giá', 'cao']","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2', -1, -1, '2', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
nước làm sạch sâu và tẩy trang cho da nhạy cảm la roche posay micellar water ultra sensitive skin ml,"['công', 'dụng', 'làm', 'sạch', 'da', 'độ', 'bền', 'màu', 'ok', 'chất', 'lượng', 'sản', 'phẩm', 'thì', 'không', 'phải', 'nói', 'vì', 'của', 'hãng', 'sản', 'xuất', 'đóng', 'gói', 'quá', 'tệ', 'vỏ', 'bị', 'bóp', 'không', 'hết', 'còn', 'bong', 'hết', 'ra', 'như', 'kiểu', 'đã', 'bị', 'bóc', 'trước', 'đó', 'chai', 'nước', 'tẩy', 'trang', 'thì', 'đầy', 'vết', 'xước', 'và', 'trông', 'cũ', 'kĩ', 'kinh', 'khủng', 'so', 'với', 'những', 'lần', 'mua', 'khác', 'mong', 'shopee', 'mall', 'thì', 'gói', 'hàng', 'chọn', 'hàng', 'tử', 'tế', 'giùm']","[0, 0, 0, 0, 0, 1, 2, 2, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, '1', '1', '1', -1, '1', '1', '1', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, '2', '2', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
nước làm sạch sâu và tẩy trang cho da nhạy cảm la roche posay micellar water ultra sensitive skin ml,"['bóc', 'ra', 'toàn', 'bụi', 'không', 'là', 'bụi', 'chai', 'nc', 'tẩy', 'trang', 'với', 'xịt', 'khoáng', 'thì', 'xước', 'móp', 'tùm', 'lum', 'dính', 'toàn', 'bụi', 'dơ', 'với', 'cũ', 'kinh', 'bán', 'hàng', 'có', 'tâm', 'xíu', 'đi']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, '2', -1, -1, -1, -1, '2', '2', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
nước làm sạch sâu và tẩy trang cho da nhạy cảm la roche posay micellar water ultra sensitive skin ml,"['gói', 'hàng', 'ngày', 'càng', 'sơ', 'sài', 'giao', 'tới', 'nơi', 'hộp', 'thì', 'ộp', 'ẹp', 'chai', 'xịt', 'khoáng', 'bung', 'cả', 'nắp', 'mall', 'là', 'làm', 'ăn', 'riết', 'chán']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2', '2', -1, -1, -1, -1, -1, -1, -1, '2', -1, -1, -1, '2', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
